atm_id,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07
001cd93c0d71a9201c2a3e5e0dc49959,0.0,842800.0,0.0,4571600.0,0.0,7213000.0,0.0
002fc583a1d6b9d822f836a0258425ac,0.0,612000.0,0.0,3975600.0,0.0,2101600.0,0.0
00358bf312b4629058d61472016232d5,1000000.0,2186100.0,0.0,2392200.0,0.0,3410300.0,0.0
006b6cc0a18304b2b7258988d0ce023e,0.0,4177000.0,0.0,12306100.0,0.0,9992000.0,0.0
008d2c661348ab8df6051b18e8458ba4,1000000.0,2185300.0,0.0,4466500.0,0.0,3733500.0,0.0
010fc18f5587918a6d839288ef99b1bb,0.0,2519400.0,0.0,5931300.0,0.0,3793000.0,0.0
0120ed1ebac21b881e5bfca1058ce5d9,1000000.0,0.0,980800.0,0.0,943200.0,0.0,1000000.0
01f44929012b30c14f9a77228591ca77,0.0,3518300.0,0.0,5739500.0,0.0,3723300.0,0.0
02261484f04f1dc5549fe13c7d764ce9,2275900.0,4846100.0,0.0,6423800.0,0.0,4890500.0,0.0
0338903d9f6a928ea6679e65db8348c4,4668600.0,0.0,4639300.0,0.0,5876700.0,0.0,3699700.0
033ffccd56fab9b654b29d2d0041b3b4,0.0,2023400.0,0.0,2338300.0,0.0,1725200.0,0.0
03e71b06a6970af2c002a4b374029d1a,0.0,5841600.0,0.0,6453700.0,0.0,6390200.0,0.0
045249695cdc8fe8e10459fc5bdf8140,0.0,2731400.0,0.0,5649200.0,0.0,4085400.0,0.0
04ff8cff97705b3f67b69fbf4a925c21,1000000.0,0.0,1687800.0,0.0,1874800.0,0.0,939700.0
05bbcb9d82eb5ba286e8dfa245252a49,0.0,2940100.0,0.0,2191700.0,0.0,2472800.0,0.0
0604e1a5f4740fac7147969cf6ca990a,0.0,3241700.0,0.0,3092800.0,0.0,6361300.0,0.0
065f11face1b5bd6046d7f238e26fc9d,0.0,3106600.0,0.0,6765700.0,0.0,4029700.0,0.0
0702d8285e74db5a832d29ce60a87bc0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0
07106dff8f8045afadbe0e9bfebb93a7,0.0,1286500.0,0.0,765000.0,0.0,743900.0,0.0
0733f5660422f97a096a45a098632bbc,0.0,1000000.0,0.0,2285500.0,0.0,1415400.0,0.0
086a033c90dce77cb98295708ceb2907,0.0,1974000.0,0.0,5531800.0,0.0,5529600.0,0.0
088949e2f8686bf218208482553c09d1,0.0,3685500.0,0.0,6706200.0,0.0,5041500.0,0.0
08dc0d233e005e204f2c2116a100c0b2,0.0,1737900.0,0.0,3006900.0,0.0,2331900.0,0.0
096cf05a6d6db200b7935061ff71edcc,0.0,1664100.0,0.0,4388300.0,0.0,4197600.0,0.0
0a121b455f8bfd1903e8cad97a751fbc,0.0,5560500.0,0.0,6538500.0,0.0,3780000.0,0.0
0a1874a8a018d40c25f8bef45de37783,0.0,882300.0,0.0,4232200.0,0.0,3593000.0,0.0
0a5848384fa50ffe026ba071df826928,0.0,1160000.0,0.0,3252800.0,0.0,3333800.0,0.0
0a8d4469d73045a622432edf61cfd146,1034200.0,2689000.0,0.0,4354400.0,0.0,3232600.0,0.0
0ad914b3f20330bf3c70007b18b9c344,0.0,3125200.0,0.0,5887500.0,0.0,4860500.0,0.0
0af12142700bfdb4ccbf7ccf55189f59,0.0,0.0,0.0,4220800.0,0.0,2245400.0,0.0
0af8a686fd2bd19443de15d9a9bb9a99,0.0,1968200.0,0.0,5633900.0,0.0,3918700.0,0.0
0b38a1cb4232f8bd1b28b5e675c1cec5,1025600.0,4295200.0,0.0,6423300.0,0.0,7379200.0,0.0
0b8cae6960fe77af37351cd485683412,0.0,1754000.0,0.0,4062800.0,0.0,5458500.0,0.0
0bdb5a256b28b39d0cb42e71b2b2c770,0.0,1251800.0,0.0,1877000.0,0.0,1384800.0,0.0
0bdf4b9f800e5f0b7b6b1f4ff88fe234,0.0,2589300.0,0.0,5793400.0,0.0,7328900.0,0.0
0c6a55e902f0761ade112233ace06b07,0.0,1000000.0,0.0,543000.0,0.0,1000000.0,0.0
0d03e19e29608458daa6376c0f2fd817,1935800.0,0.0,7307800.0,0.0,7618000.0,0.0,4219000.0
0eb70b8dcdaca0c08308250c96b395a3,0.0,699900.0,0.0,799800.0,0.0,1000000.0,0.0
0fd9300c6a1ba6e62676741d9a723684,1780500.0,0.0,2743700.0,0.0,4682900.0,0.0,2035000.0
1180d1939822f7e3fc08498ec5f1a736,0.0,1414100.0,0.0,1773200.0,0.0,2313900.0,0.0
11aeac44f5bbd31c87ddad1c6c5f0cd9,0.0,862300.0,0.0,4084400.0,0.0,2839800.0,0.0
139d8e00defbdd5f4e1badf4ae730472,0.0,4046700.0,0.0,5074800.0,0.0,6054300.0,0.0
1432f13f42590441a573ce5607ecd68d,1979200.0,0.0,3142200.0,0.0,2206400.0,0.0,814900.0
144e73448cb520d80afe8c6fad1b5fa2,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
1457e9e4c16d6d6e38319824769c072d,0.0,1000000.0,0.0,548800.0,0.0,1000000.0,0.0
15189f05599ab85b2198f877524fc2fd,0.0,1651000.0,0.0,2303400.0,0.0,1272200.0,0.0
15be6bbe71171b9454e9cd2840285391,0.0,1260300.0,0.0,1068500.0,0.0,824800.0,0.0
15d9559f444d80d9897b6d350ed008f5,0.0,1000000.0,0.0,3445600.0,0.0,5186400.0,0.0
1751c2e8a90962513ac6d7b9cefea7d8,1000000.0,0.0,789300.0,0.0,2151000.0,0.0,1590800.0
182377100215f2332aa7a8788943618a,0.0,1000000.0,0.0,600000.0,0.0,1000000.0,0.0
1898619a550f127a347f803ffdd28cca,1259400.0,0.0,671600.0,0.0,1000000.0,0.0,1000000.0
18ab8b281d80b85cf392c20c0e38149c,0.0,1181900.0,0.0,3241100.0,0.0,2032000.0,0.0
19314f55a2946842cda9bb34b4b509b3,1000000.0,2527800.0,0.0,6597500.0,0.0,5959000.0,0.0
1a351b5afb59c03c8e0851ca064de1de,0.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0
1a6fe6f65bdbc1a1c9945d38a3661825,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0
1aeebab4f19af66579b6e7adbde4b04f,0.0,545000.0,0.0,1426500.0,0.0,1706000.0,0.0
1b6ac3c513770338c147def27ad654d1,0.0,0.0,0.0,6551500.0,0.0,0.0,0.0
1ba9c82a6ec5c82ebd1b9780f87d1d08,0.0,0.0,2026800.0,0.0,1654600.0,0.0,4329500.0
1c3ac064a802ab0f52d8049dc9e17268,0.0,1241200.0,0.0,7908000.0,0.0,9829200.0,0.0
1c3d93a963cc76190aa4ad40b584fde2,0.0,0.0,12037000.0,0.0,10659700.0,0.0,7536000.0
1c6371fbe854a472539755a2cfa29cfa,0.0,0.0,0.0,3247000.0,0.0,0.0,0.0
1ca5868f4ed07b653d03cebadab07845,3602300.0,0.0,7435600.0,0.0,5832300.0,0.0,1668200.0
1cf6fb95b2d8a2e9cbb419425bc8bf6b,2620000.0,0.0,3364500.0,0.0,5126100.0,0.0,0.0
1d2f748d0be0e6f173778fcfdaa1cc40,0.0,4294900.0,0.0,6882200.0,0.0,0.0,0.0
1d9e192f27575f6cbe33e1e56e983e24,817000.0,5915200.0,0.0,8257400.0,0.0,6170800.0,0.0
1ddb8b2a891b52781d187df03fbaa565,0.0,0.0,9554500.0,0.0,2904900.0,0.0,919100.0
1e7dde87a0593780f1de5ebe76320db6,0.0,0.0,6799900.0,0.0,4301100.0,0.0,0.0
1fd32b1290c5b0295914c16be37a71fd,0.0,0.0,0.0,0.0,13215700.0,0.0,1902000.0
202d3d388f391a2ddf91deb20be5431a,0.0,0.0,0.0,6991700.0,0.0,6537100.0,0.0
21492ae4c76c4691b07fb0b89e70488b,0.0,0.0,1097900.0,0.0,4103500.0,0.0,0.0
21af7575fe61cdda49d4e6cf07e158bc,0.0,3353400.0,0.0,5692300.0,0.0,1200900.0,0.0
2290efc2344ecd1b24da648604635a06,0.0,1224500.0,0.0,11741800.0,0.0,5534100.0,0.0
22b2303b9445f66a0fe2c70e8be09855,0.0,0.0,0.0,2397400.0,0.0,4838700.0,0.0
22bbd95a75d9a0dfb2ddce7ce1b51c39,0.0,0.0,7341900.0,0.0,1843000.0,0.0,2373800.0
22c9dd0cc8d32ff8139ab6e7828b9a6d,0.0,2488900.0,0.0,0.0,8973700.0,0.0,0.0
23791ef0289439d5223d3e3b725e6089,3726000.0,0.0,16708400.0,0.0,17977900.0,0.0,2185400.0
23963b50cfcaeb700209333543ec3217,2234500.0,0.0,0.0,7302700.0,0.0,18800500.0,0.0
2440184b0603543092382fe66a57eb7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255e7988d8a9f955ef4b894c78e75d46,0.0,770100.0,0.0,0.0,2381400.0,0.0,518800.0
260290c08dbafa60304ed9db992065d6,0.0,0.0,4078500.0,0.0,6740600.0,0.0,0.0
26a3dd41af5f133f26f6ae3526cbd3a3,1245600.0,7003500.0,0.0,9300800.0,0.0,11739200.0,0.0
2707be52392c9ac218abb379976e831f,685400.0,4142100.0,0.0,5617000.0,0.0,2241000.0,0.0
271560e63aa6e74093ec0805bf79c852,0.0,0.0,4886900.0,0.0,4883200.0,0.0,0.0
2752e1ed0fb8ea9ac4e1ebbfe205ac9e,0.0,0.0,0.0,7840300.0,0.0,1423000.0,0.0
27e37f2121ea66a9251bf3be06cd735b,0.0,0.0,0.0,0.0,8198000.0,0.0,2408500.0
27faad99eed9ce5e2804f982a88afc2c,3193500.0,0.0,13664200.0,0.0,6442400.0,0.0,9764400.0
2839fcfaaa3fdea0da5bb6e1ca0fefd8,0.0,3657400.0,0.0,16626900.0,0.0,13219400.0,0.0
28e9335c3552b929dfa47390646c71ac,0.0,1179200.0,0.0,5684700.0,0.0,0.0,3290800.0
2925b08af2761ab0b2feee5da9bc5978,1000000.0,0.0,1565600.0,0.0,0.0,1492600.0,0.0
29a51a6efeb364002bace524f339dcb2,0.0,4150700.0,0.0,0.0,0.0,0.0,2840800.0
29e86b99a0ef95b86d3326d0b868a85f,0.0,3848100.0,0.0,0.0,3524500.0,0.0,0.0
2b093a46571a5d9ae860e7da75727c46,0.0,0.0,0.0,4453200.0,0.0,12615500.0,0.0
2b9335c6f7ce830f052c1e1297449b70,0.0,1000000.0,0.0,0.0,782200.0,0.0,0.0
2c015ce52f914eecae75dbc4d75db348,0.0,0.0,1568700.0,0.0,0.0,0.0,0.0
2c5d4f01a6ef4d7e52f4106c805fb23a,0.0,0.0,2493800.0,0.0,5665600.0,0.0,0.0
2c8effe920d5112f6ecc60b68a4d183c,2307000.0,0.0,2899400.0,0.0,0.0,12410400.0,0.0
2cd127262f84741679085badb0f763be,2712000.0,3119900.0,0.0,0.0,5201200.0,0.0,1000000.0
2d11af05b709c9007b94bc53e20e7717,0.0,0.0,3819800.0,0.0,0.0,12657700.0,0.0
2d438e082cce6add0741790a23341e4c,0.0,4070300.0,0.0,0.0,4195000.0,0.0,2252400.0
2db70f291d22cd4d623810d57145bb80,0.0,0.0,0.0,7992200.0,0.0,2138000.0,0.0
2ddd5652ef2c04e3227d8ec2811bbef9,652200.0,2222700.0,0.0,0.0,0.0,0.0,0.0
2e60004b3245d65df7dca8a752d93999,5798900.0,0.0,5247100.0,0.0,5771500.0,0.0,0.0
2eea1d0b741ccee45c72b86d3ce6d8aa,0.0,0.0,0.0,8151800.0,0.0,0.0,1000000.0
2f29470d37d219892948cf7a23c5bf4d,0.0,1526800.0,0.0,0.0,0.0,0.0,1429800.0
2f5254a577e72db5ae46c340d28d3a7a,0.0,1526400.0,0.0,9633100.0,0.0,9771700.0,0.0
2fb948ed1669e61e70e12ab57b806ef8,0.0,0.0,0.0,0.0,0.0,3800600.0,0.0
30362ecab7ebe898aa1ab15282f34ad4,0.0,0.0,3682700.0,0.0,0.0,4722600.0,0.0
307f501ec5695ad33cd0e318d4005ce6,1000000.0,0.0,941500.0,0.0,0.0,0.0,1000000.0
30d65385c72bd4b0c669b9407a05c72f,0.0,0.0,2362800.0,0.0,3269700.0,0.0,1438200.0
311b09b6250a2d02e0407c9f9ef977b4,0.0,1664200.0,0.0,0.0,2477900.0,0.0,3141900.0
31817210b8a5fb8055d8529690593b58,0.0,0.0,8107800.0,0.0,0.0,4331000.0,0.0
